Date,Time,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,Non-volatile PM10 (Hourly measured),Status,Volatile PM10 (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Non-volatile PM2.5 (Hourly measured),Status,Volatile PM2.5 (Hourly measured),Status,Modelled Wind Direction,Status,Modelled Wind Speed,Status,Modelled Temperature,Status
07/05/2020,03:00:00,0.49892,P ugm-3,25.81875,N ugm-3,26.58375,N ugm-3,14.9,N ugm-3 (FIDAS),No data,,No data,,9.057,N ugm-3 (Ref.eq),No data,,No data,,84.9,N deg,2,N ms-1,1,N degC
07/05/2020,04:00:00,0.37419,P ugm-3,18.36,N ugm-3,18.93375,N ugm-3,12.2,N ugm-3 (FIDAS),No data,,No data,,7.359,N ugm-3 (Ref.eq),No data,,No data,,70.8,N deg,2.1,N ms-1,0.7,N degC
07/05/2020,05:00:00,0.62365,P ugm-3,19.89,N ugm-3,20.84625,N ugm-3,10.5,N ugm-3 (FIDAS),No data,,No data,,6.604,N ugm-3 (Ref.eq),No data,,No data,,65,N deg,2.4,N ms-1,0.8,N degC
07/05/2020,06:00:00,4.11609,N ugm-3,28.87875,N ugm-3,35.19,N ugm-3,11.1,N ugm-3 (FIDAS),No data,,No data,,6.132,N ugm-3 (Ref.eq),No data,,No data,,50.6,N deg,1.4,N ms-1,3.2,N degC
07/05/2020,07:00:00,17.83639,N ugm-3,42.075,N ugm-3,69.42375,N ugm-3,17.2,N ugm-3 (FIDAS),No data,,No data,,8.208,N ugm-3 (Ref.eq),No data,,No data,,214.7,N deg,1,N ms-1,7.1,N degC
07/05/2020,08:00:00,15.46652,N ugm-3,42.075,N ugm-3,65.79,N ugm-3,18.1,N ugm-3 (FIDAS),No data,,No data,,8.019,N ugm-3 (Ref.eq),No data,,No data,,229,N deg,2.2,N ms-1,10.5,N degC
07/05/2020,09:00:00,13.84503,N ugm-3,41.88375,N ugm-3,63.1125,N ugm-3,18.2,N ugm-3 (FIDAS),No data,,No data,,8.113,N ugm-3 (Ref.eq),No data,,No data,,239.7,N deg,3.2,N ms-1,12.8,N degC
07/05/2020,10:00:00,20.58045,N ugm-3,50.68125,N ugm-3,82.2375,N ugm-3,21.4,N ugm-3 (FIDAS),No data,,No data,,9.34,N ugm-3 (Ref.eq),No data,,No data,,243.9,N deg,3.2,N ms-1,12.8,N degC
07/05/2020,11:00:00,5.73758,N ugm-3,27.34875,N ugm-3,36.14625,N ugm-3,24.3,N ugm-3 (FIDAS),No data,,No data,,12.642,N ugm-3 (Ref.eq),No data,,No data,,241.8,N deg,3.8,N ms-1,12.1,N degC
07/05/2020,12:00:00,3.99136,N ugm-3,20.08125,N ugm-3,26.20125,N ugm-3,24.1,N ugm-3 (FIDAS),No data,,No data,,12.547,N ugm-3 (Ref.eq),No data,,No data,,234.7,N deg,3.5,N ms-1,12.8,N degC
07/05/2020,13:00:00,6.48596,N ugm-3,22.37625,N ugm-3,32.32125,N ugm-3,18.8,N ugm-3 (FIDAS),No data,,No data,,10.094,N ugm-3 (Ref.eq),No data,,No data,,238.7,N deg,3.8,N ms-1,13.2,N degC
07/05/2020,14:00:00,3.36771,N ugm-3,13.77,N ugm-3,19.69875,N ugm-3,15.4,N ugm-3 (FIDAS),No data,,No data,,8.868,N ugm-3 (Ref.eq),No data,,No data,,231.7,N deg,3.6,N ms-1,14.3,N degC
07/05/2020,15:00:00,3.7419,N ugm-3,18.16875,N ugm-3,24.8625,N ugm-3,14.1,N ugm-3 (FIDAS),No data,,No data,,7.736,N ugm-3 (Ref.eq),No data,,No data,,227.1,N deg,3.5,N ms-1,15.3,N degC
07/05/2020,16:00:00,3.49244,N ugm-3,19.89,N ugm-3,26.01,N ugm-3,16.9,N ugm-3 (FIDAS),No data,,No data,,9.34,N ugm-3 (Ref.eq),No data,,No data,,239.1,N deg,3.7,N ms-1,14.9,N degC
07/05/2020,17:00:00,3.99136,N ugm-3,17.9775,N ugm-3,25.05375,N ugm-3,16.4,N ugm-3 (FIDAS),No data,,No data,,9.34,N ugm-3 (Ref.eq),No data,,No data,,232,N deg,3.2,N ms-1,13.6,N degC
07/05/2020,18:00:00,1.37203,P ugm-3,9.75375,N ugm-3,13.005,N ugm-3,11.3,N ugm-3 (FIDAS),No data,,No data,,6.226,N ugm-3 (Ref.eq),No data,,No data,,228.5,N deg,2.2,N ms-1,12.9,N degC
07/05/2020,19:00:00,1.99568,N ugm-3,11.66625,N ugm-3,15.87375,N ugm-3,10.9,N ugm-3 (FIDAS),No data,,No data,,5.566,N ugm-3 (Ref.eq),No data,,No data,,221.1,N deg,1.6,N ms-1,11.9,N degC
07/05/2020,20:00:00,2.12041,N ugm-3,12.81375,N ugm-3,16.065,N ugm-3,13.7,N ugm-3 (FIDAS),No data,,No data,,7.17,N ugm-3 (Ref.eq),No data,,No data,,239.5,N deg,1.4,N ms-1,10.6,N degC
07/05/2020,21:00:00,0.74838,P ugm-3,11.475,N ugm-3,13.77,N ugm-3,15.7,N ugm-3 (FIDAS),No data,,No data,,9.34,N ugm-3 (Ref.eq),No data,,No data,,185.4,N deg,0.3,N ms-1,10.5,N degC
07/05/2020,22:00:00,0.74838,P ugm-3,12.6225,N ugm-3,14.9175,N ugm-3,16.5,N ugm-3 (FIDAS),No data,,No data,,10.66,N ugm-3 (Ref.eq),No data,,No data,,146.2,N deg,1.4,N ms-1,10.4,N degC
07/05/2020,23:00:00,0.37419,P ugm-3,10.90125,N ugm-3,12.6225,N ugm-3,14.9,N ugm-3 (FIDAS),No data,,No data,,10.094,N ugm-3 (Ref.eq),No data,,No data,,194.9,N deg,1.3,N ms-1,10.1,N degC
07/05/2020,24:00:00,0.12473,P ugm-3,12.24,N ugm-3,13.57875,N ugm-3,16.8,N ugm-3 (FIDAS),No data,,No data,,10.472,N ugm-3 (Ref.eq),No data,,No data,,232.8,N deg,2.5,N ms-1,10,N degC
08/05/2020,01:00:00,0.12473,P ugm-3,8.7975,N ugm-3,10.13625,N ugm-3,13.3,N ugm-3 (FIDAS),No data,,No data,,9.057,N ugm-3 (Ref.eq),No data,,No data,,177.3,N deg,1.5,N ms-1,5.7,N degC
08/05/2020,02:00:00,1.49676,P ugm-3,6.885,N ugm-3,10.3275,N ugm-3,15,N ugm-3 (FIDAS),No data,,No data,,10,N ugm-3 (Ref.eq),No data,,No data,,217.9,N deg,1.6,N ms-1,6.5,N degC
08/05/2020,03:00:00,0.37419,P ugm-3,4.78125,N ugm-3,6.5025,N ugm-3,15.8,N ugm-3 (FIDAS),No data,,No data,,10.66,N ugm-3 (Ref.eq),No data,,No data,,208.2,N deg,1.3,N ms-1,6.9,N degC
08/05/2020,04:00:00,0.12473,P ugm-3,5.16375,N ugm-3,6.69375,N ugm-3,17.9,N ugm-3 (FIDAS),No data,,No data,,12.076,N ugm-3 (Ref.eq),No data,,No data,,219.8,N deg,2.3,N ms-1,7.4,N degC
08/05/2020,05:00:00,0.87311,P ugm-3,7.65,N ugm-3,10.3275,N ugm-3,22.2,N ugm-3 (FIDAS),No data,,No data,,16.51,N ugm-3 (Ref.eq),No data,,No data,,238.6,N deg,2.7,N ms-1,8.1,N degC
08/05/2020,06:00:00,1.74622,N ugm-3,8.98875,N ugm-3,12.81375,N ugm-3,18.8,N ugm-3 (FIDAS),No data,,No data,,14.623,N ugm-3 (Ref.eq),No data,,No data,,242.1,N deg,2.6,N ms-1,8.3,N degC
08/05/2020,07:00:00,2.61933,N ugm-3,12.81375,N ugm-3,17.9775,N ugm-3,12.7,N ugm-3 (FIDAS),No data,,No data,,9.434,N ugm-3 (Ref.eq),No data,,No data,,248.3,N deg,2.9,N ms-1,8.6,N degC
08/05/2020,08:00:00,3.86663,N ugm-3,13.3875,N ugm-3,20.46375,N ugm-3,7.9,N ugm-3 (FIDAS),No data,,No data,,4.434,N ugm-3 (Ref.eq),No data,,No data,,252.6,N deg,2.8,N ms-1,8.9,N degC
08/05/2020,09:00:00,7.60853,N ugm-3,15.10875,N ugm-3,27.73125,N ugm-3,5.1,N ugm-3 (FIDAS),No data,,No data,,2.264,P ugm-3 (Ref.eq),No data,,No data,,247.8,N deg,3,N ms-1,9.3,N degC
08/05/2020,10:00:00,7.10961,N ugm-3,14.72625,N ugm-3,25.6275,N ugm-3,4.9,N ugm-3 (FIDAS),No data,,No data,,1.887,P ugm-3 (Ref.eq),No data,,No data,,248.5,N deg,3.3,N ms-1,10,N degC
08/05/2020,11:00:00,4.61501,N ugm-3,11.0925,N ugm-3,19.31625,N ugm-3,4.8,N ugm-3 (FIDAS),No data,,No data,,2.642,P ugm-3 (Ref.eq),No data,,No data,,253.5,N deg,3.3,N ms-1,11,N degC
08/05/2020,12:00:00,5.48812,N ugm-3,12.43125,N ugm-3,21.8025,N ugm-3,7.5,N ugm-3 (FIDAS),No data,,No data,,3.679,P ugm-3 (Ref.eq),No data,,No data,,262.2,N deg,3.2,N ms-1,11.8,N degC
08/05/2020,13:00:00,3.36771,N ugm-3,13.005,N ugm-3,19.125,N ugm-3,8.1,N ugm-3 (FIDAS),No data,,No data,,4.434,N ugm-3 (Ref.eq),No data,,No data,,265.8,N deg,3.4,N ms-1,12.6,N degC
08/05/2020,14:00:00,6.73542,N ugm-3,18.55125,N ugm-3,29.64375,N ugm-3,7.9,N ugm-3 (FIDAS),No data,,No data,,3.679,P ugm-3 (Ref.eq),No data,,No data,,260.1,N deg,3.6,N ms-1,13.2,N degC
08/05/2020,15:00:00,6.36123,N ugm-3,15.10875,N ugm-3,25.81875,N ugm-3,5,N ugm-3 (FIDAS),No data,,No data,,1.792,P ugm-3 (Ref.eq),No data,,No data,,272.9,N deg,3.2,N ms-1,13.3,N degC
08/05/2020,16:00:00,4.49028,N ugm-3,10.51875,N ugm-3,17.40375,N ugm-3,5.3,N ugm-3 (FIDAS),No data,,No data,,1.981,P ugm-3 (Ref.eq),No data,,No data,,283.7,N deg,2.8,N ms-1,13.5,N degC
08/05/2020,17:00:00,5.73758,N ugm-3,15.3,N ugm-3,25.05375,N ugm-3,4.2,N ugm-3 (FIDAS),No data,,No data,,1.698,P ugm-3 (Ref.eq),No data,,No data,,256.8,N deg,2.7,N ms-1,14,N degC
08/05/2020,18:00:00,5.73758,N ugm-3,18.7425,N ugm-3,28.49625,N ugm-3,4.2,N ugm-3 (FIDAS),No data,,No data,,1.604,P ugm-3 (Ref.eq),No data,,No data,,247,N deg,2.5,N ms-1,13.2,N degC
08/05/2020,19:00:00,4.86447,N ugm-3,20.655,N ugm-3,28.87875,N ugm-3,3.3,P ugm-3 (FIDAS),No data,,No data,,1.509,P ugm-3 (Ref.eq),No data,,No data,,249.1,N deg,1.9,N ms-1,11.7,N degC
08/05/2020,20:00:00,3.86663,N ugm-3,19.125,N ugm-3,25.81875,N ugm-3,3.9,P ugm-3 (FIDAS),No data,,No data,,1.698,P ugm-3 (Ref.eq),No data,,No data,,281.8,N deg,1.3,N ms-1,10.2,N degC
08/05/2020,21:00:00,2.74406,N ugm-3,18.7425,N ugm-3,23.90625,N ugm-3,4.7,N ugm-3 (FIDAS),No data,,No data,,2.264,P ugm-3 (Ref.eq),No data,,No data,,305.4,N deg,0.6,N ms-1,9.2,N degC
08/05/2020,22:00:00,1.74622,N ugm-3,14.535,N ugm-3,18.16875,N ugm-3,7.2,N ugm-3 (FIDAS),No data,,No data,,4.34,N ugm-3 (Ref.eq),No data,,No data,,340.3,N deg,0.1,N ms-1,8.3,N degC
08/05/2020,23:00:00,0.24946,P ugm-3,10.13625,N ugm-3,11.66625,N ugm-3,9,N ugm-3 (FIDAS),No data,,No data,,6.226,N ugm-3 (Ref.eq),No data,,No data,,222.4,N deg,0.9,N ms-1,8.3,N degC
08/05/2020,24:00:00,0.74838,P ugm-3,11.8575,N ugm-3,13.96125,N ugm-3,9.3,N ugm-3 (FIDAS),No data,,No data,,6.792,N ugm-3 (Ref.eq),No data,,No data,,230.8,N deg,1.3,N ms-1,8,N degC
09/05/2020,01:00:00,0.24946,P ugm-3,10.3275,N ugm-3,11.8575,N ugm-3,8.4,N ugm-3 (FIDAS),No data,,No data,,6.321,N ugm-3 (Ref.eq),No data,,No data,,254.2,N deg,1.2,N ms-1,5.8,N degC
09/05/2020,02:00:00,0.24946,P ugm-3,8.98875,N ugm-3,10.51875,N ugm-3,8.7,N ugm-3 (FIDAS),No data,,No data,,6.981,N ugm-3 (Ref.eq),No data,,No data,,307.3,N deg,0.2,N ms-1,5.7,N degC
09/05/2020,03:00:00,0.24946,P ugm-3,8.98875,N ugm-3,10.51875,N ugm-3,9.8,N ugm-3 (FIDAS),No data,,No data,,8.302,N ugm-3 (Ref.eq),No data,,No data,,229.6,N deg,0.4,N ms-1,5.7,N degC
09/05/2020,04:00:00,0.74838,P ugm-3,9.37125,N ugm-3,11.66625,N ugm-3,9.6,N ugm-3 (FIDAS),No data,,No data,,7.453,N ugm-3 (Ref.eq),No data,,No data,,193.3,N deg,0.5,N ms-1,5.9,N degC
09/05/2020,05:00:00,1.37203,P ugm-3,12.81375,N ugm-3,16.065,N ugm-3,8.7,N ugm-3 (FIDAS),No data,,No data,,6.698,N ugm-3 (Ref.eq),No data,,No data,,219.1,N deg,0.4,N ms-1,6,N degC
09/05/2020,06:00:00,1.87095,N ugm-3,17.40375,N ugm-3,21.22875,N ugm-3,11.7,N ugm-3 (FIDAS),No data,,No data,,9.34,N ugm-3 (Ref.eq),No data,,No data,,339.3,N deg,0.9,N ms-1,6.2,N degC
09/05/2020,07:00:00,5.48812,N ugm-3,20.08125,N ugm-3,29.26125,N ugm-3,15,N ugm-3 (FIDAS),No data,,No data,,10.943,N ugm-3 (Ref.eq),No data,,No data,,296,N deg,0.9,N ms-1,6.5,N degC
09/05/2020,08:00:00,6.2365,N ugm-3,19.31625,N ugm-3,29.64375,N ugm-3,12.9,N ugm-3 (FIDAS),No data,,No data,,8.774,N ugm-3 (Ref.eq),No data,,No data,,301.2,N deg,0.4,N ms-1,7.4,N degC
09/05/2020,09:00:00,4.61501,N ugm-3,15.49125,N ugm-3,23.52375,N ugm-3,9.5,N ugm-3 (FIDAS),No data,,No data,,6.038,N ugm-3 (Ref.eq),No data,,No data,,265.2,N deg,0.6,N ms-1,9.2,N degC
09/05/2020,10:00:00,4.61501,N ugm-3,12.04875,N ugm-3,20.2725,N ugm-3,7,N ugm-3 (FIDAS),No data,,No data,,4.151,N ugm-3 (Ref.eq),No data,,No data,,256.9,N deg,1.4,N ms-1,11.4,N degC
09/05/2020,11:00:00,3.49244,N ugm-3,9.75375,N ugm-3,16.25625,N ugm-3,6.7,N ugm-3 (FIDAS),No data,,No data,,3.679,P ugm-3 (Ref.eq),No data,,No data,,269,N deg,1.9,N ms-1,13.5,N degC
09/05/2020,12:00:00,3.7419,N ugm-3,11.8575,N ugm-3,18.7425,N ugm-3,7,N ugm-3 (FIDAS),No data,,No data,,3.679,P ugm-3 (Ref.eq),No data,,No data,,271.6,N deg,2.7,N ms-1,14.3,N degC
09/05/2020,13:00:00,6.48596,N ugm-3,15.87375,N ugm-3,25.81875,N ugm-3,7.9,N ugm-3 (FIDAS),No data,,No data,,3.396,P ugm-3 (Ref.eq),No data,,No data,,274.1,N deg,2.9,N ms-1,15.7,N degC
09/05/2020,14:00:00,4.49028,N ugm-3,10.51875,N ugm-3,17.40375,N ugm-3,6.3,N ugm-3 (FIDAS),No data,,No data,,2.925,P ugm-3 (Ref.eq),No data,,No data,,268.8,N deg,3.1,N ms-1,14.8,N degC
09/05/2020,15:00:00,3.36771,N ugm-3,5.7375,N ugm-3,12.04875,N ugm-3,5.3,N ugm-3 (FIDAS),No data,,No data,,2.264,P ugm-3 (Ref.eq),No data,,No data,,271,N deg,3.4,N ms-1,15.5,N degC
09/05/2020,16:00:00,2.74406,N ugm-3,6.885,N ugm-3,12.24,N ugm-3,5.7,N ugm-3 (FIDAS),No data,,No data,,2.642,P ugm-3 (Ref.eq),No data,,No data,,277.4,N deg,3.7,N ms-1,14.9,N degC
09/05/2020,17:00:00,4.24082,N ugm-3,11.8575,N ugm-3,19.31625,N ugm-3,5.9,N ugm-3 (FIDAS),No data,,No data,,2.264,P ugm-3 (Ref.eq),No data,,No data,,284,N deg,3.5,N ms-1,14,N degC
09/05/2020,18:00:00,5.11393,N ugm-3,19.89,N ugm-3,28.6875,N ugm-3,6.3,N ugm-3 (FIDAS),No data,,No data,,2.925,P ugm-3 (Ref.eq),No data,,No data,,276.6,N deg,2.6,N ms-1,13.4,N degC
09/05/2020,19:00:00,4.61501,N ugm-3,16.83,N ugm-3,24.8625,N ugm-3,6,N ugm-3 (FIDAS),No data,,No data,,2.925,P ugm-3 (Ref.eq),No data,,No data,,299.6,N deg,2.7,N ms-1,12.3,N degC
09/05/2020,20:00:00,4.24082,N ugm-3,22.5675,N ugm-3,29.835,N ugm-3,4.9,N ugm-3 (FIDAS),No data,,No data,,2.17,P ugm-3 (Ref.eq),No data,,No data,,309.1,N deg,2.1,N ms-1,11.7,N degC
09/05/2020,21:00:00,4.11609,N ugm-3,21.42,N ugm-3,28.6875,N ugm-3,4,P ugm-3 (FIDAS),No data,,No data,,1.509,P ugm-3 (Ref.eq),No data,,No data,,343.1,N deg,2.3,N ms-1,11.2,N degC
09/05/2020,22:00:00,1.99568,N ugm-3,16.63875,N ugm-3,20.655,N ugm-3,3.1,P ugm-3 (FIDAS),No data,,No data,,1.509,P ugm-3 (Ref.eq),No data,,No data,,79,N deg,6.2,N ms-1,8.5,N degC
09/05/2020,23:00:00,1.2473,P ugm-3,8.98875,N ugm-3,12.04875,N ugm-3,5.9,N ugm-3 (FIDAS),No data,,No data,,2.17,P ugm-3 (Ref.eq),No data,,No data,,79.6,N deg,5.4,N ms-1,7.4,N degC
09/05/2020,24:00:00,0.49892,P ugm-3,1.33875,P ugm-3,3.4425,N ugm-3,2.1,P ugm-3 (FIDAS),No data,,No data,,0.849,P ugm-3 (Ref.eq),No data,,No data,,71.3,N deg,5,N ms-1,6.9,N degC
10/05/2020,01:00:00,0.24946,P ugm-3,0.57375,P ugm-3,2.295,N ugm-3,1.3,P ugm-3 (FIDAS),No data,,No data,,0.566,P ugm-3 (Ref.eq),No data,,No data,,76.2,N deg,4.8,N ms-1,8.8,N degC
10/05/2020,02:00:00,0.37419,P ugm-3,1.1475,P ugm-3,2.86875,N ugm-3,1.4,P ugm-3 (FIDAS),No data,,No data,,0.472,P ugm-3 (Ref.eq),No data,,No data,,79.9,N deg,4.9,N ms-1,7.9,N degC
10/05/2020,03:00:00,0.24946,P ugm-3,0.3825,P ugm-3,2.10375,N ugm-3,1.4,P ugm-3 (FIDAS),No data,,No data,,0.566,P ugm-3 (Ref.eq),No data,,No data,,72.5,N deg,4.3,N ms-1,6.8,N degC
10/05/2020,04:00:00,0.24946,P ugm-3,0.3825,P ugm-3,2.10375,N ugm-3,1.3,P ugm-3 (FIDAS),No data,,No data,,0.472,P ugm-3 (Ref.eq),No data,,No data,,71.2,N deg,4.4,N ms-1,5.9,N degC
10/05/2020,05:00:00,0.24946,P ugm-3,0.3825,P ugm-3,2.10375,N ugm-3,1.3,P ugm-3 (FIDAS),No data,,No data,,0.472,P ugm-3 (Ref.eq),No data,,No data,,65,N deg,4.6,N ms-1,4.8,N degC
10/05/2020,06:00:00,0.49892,P ugm-3,1.33875,P ugm-3,3.4425,N ugm-3,1.6,P ugm-3 (FIDAS),No data,,No data,,0.849,P ugm-3 (Ref.eq),No data,,No data,,54.4,N deg,5.3,N ms-1,4.7,N degC
10/05/2020,07:00:00,0.49892,P ugm-3,0.765,P ugm-3,2.86875,N ugm-3,4.8,N ugm-3 (FIDAS),No data,,No data,,1.604,P ugm-3 (Ref.eq),No data,,No data,,54.7,N deg,6.1,N ms-1,4.9,N degC
10/05/2020,08:00:00,0.74838,P ugm-3,0.3825,P ugm-3,2.86875,N ugm-3,5.5,N ugm-3 (FIDAS),No data,,No data,,2.075,P ugm-3 (Ref.eq),No data,,No data,,57.3,N deg,6.6,N ms-1,6,N degC
10/05/2020,09:00:00,0.74838,P ugm-3,0.3825,P ugm-3,2.86875,N ugm-3,6.3,N ugm-3 (FIDAS),No data,,No data,,1.887,P ugm-3 (Ref.eq),No data,,No data,,56.5,N deg,6.5,N ms-1,6.1,N degC
10/05/2020,10:00:00,1.74622,N ugm-3,1.1475,P ugm-3,5.16375,N ugm-3,7.7,N ugm-3 (FIDAS),No data,,No data,,2.547,P ugm-3 (Ref.eq),No data,,No data,,52,N deg,6.5,N ms-1,7.1,N degC
10/05/2020,11:00:00,1.99568,N ugm-3,1.72125,P ugm-3,5.92875,N ugm-3,8.2,N ugm-3 (FIDAS),No data,,No data,,2.547,P ugm-3 (Ref.eq),No data,,No data,,52.9,N deg,6.7,N ms-1,8.2,N degC
10/05/2020,12:00:00,2.36987,N ugm-3,2.6775,N ugm-3,7.45875,N ugm-3,8.4,N ugm-3 (FIDAS),No data,,No data,,2.642,P ugm-3 (Ref.eq),No data,,No data,,56.4,N deg,6.5,N ms-1,8.7,N degC
10/05/2020,13:00:00,2.12041,N ugm-3,2.48625,N ugm-3,6.885,N ugm-3,7.1,N ugm-3 (FIDAS),No data,,No data,,2.359,P ugm-3 (Ref.eq),No data,,No data,,63.9,N deg,7,N ms-1,8.6,N degC
10/05/2020,14:00:00,3.24298,N ugm-3,4.39875,N ugm-3,10.51875,N ugm-3,7.8,N ugm-3 (FIDAS),No data,,No data,,2.642,P ugm-3 (Ref.eq),No data,,No data,,61.1,N deg,6.7,N ms-1,9,N degC
10/05/2020,15:00:00,2.74406,N ugm-3,3.4425,N ugm-3,8.7975,N ugm-3,4.8,N ugm-3 (FIDAS),No data,,No data,,1.698,P ugm-3 (Ref.eq),No data,,No data,,56.6,N deg,6.5,N ms-1,7.8,N degC
10/05/2020,16:00:00,2.12041,N ugm-3,1.9125,P ugm-3,6.5025,N ugm-3,4,P ugm-3 (FIDAS),No data,,No data,,1.415,P ugm-3 (Ref.eq),No data,,No data,,59.3,N deg,6,N ms-1,7.5,N degC
10/05/2020,17:00:00,1.74622,N ugm-3,2.295,P ugm-3,6.12,N ugm-3,3.5,P ugm-3 (FIDAS),No data,,No data,,1.132,P ugm-3 (Ref.eq),No data,,No data,,63.4,N deg,5.2,N ms-1,7.5,N degC
10/05/2020,18:00:00,1.49676,P ugm-3,2.6775,N ugm-3,6.31125,N ugm-3,4.2,N ugm-3 (FIDAS),No data,,No data,,1.321,P ugm-3 (Ref.eq),No data,,No data,,56.3,N deg,4.4,N ms-1,7.1,N degC
10/05/2020,19:00:00,1.49676,P ugm-3,3.825,N ugm-3,7.45875,N ugm-3,5.9,N ugm-3 (FIDAS),No data,,No data,,1.887,P ugm-3 (Ref.eq),No data,,No data,,58.1,N deg,4.5,N ms-1,5.7,N degC
10/05/2020,20:00:00,1.2473,P ugm-3,3.825,N ugm-3,6.885,N ugm-3,5.2,N ugm-3 (FIDAS),No data,,No data,,2.075,P ugm-3 (Ref.eq),No data,,No data,,49,N deg,2.9,N ms-1,4.2,N degC
10/05/2020,21:00:00,0.99784,P ugm-3,5.92875,N ugm-3,8.7975,N ugm-3,5.1,N ugm-3 (FIDAS),No data,,No data,,2.547,P ugm-3 (Ref.eq),No data,,No data,,25.9,N deg,3.1,N ms-1,3.1,N degC
10/05/2020,22:00:00,1.74622,N ugm-3,6.12,N ugm-3,9.945,N ugm-3,6.2,N ugm-3 (FIDAS),No data,,No data,,2.736,P ugm-3 (Ref.eq),No data,,No data,,28.5,N deg,3.1,N ms-1,2.4,N degC
10/05/2020,23:00:00,1.62149,N ugm-3,6.5025,N ugm-3,10.13625,N ugm-3,6.9,N ugm-3 (FIDAS),No data,,No data,,3.019,P ugm-3 (Ref.eq),No data,,No data,,25.1,N deg,2.9,N ms-1,1.6,N degC
10/05/2020,24:00:00,3.99136,N ugm-3,10.3275,N ugm-3,17.595,N ugm-3,8.2,N ugm-3 (FIDAS),No data,,No data,,3.302,P ugm-3 (Ref.eq),No data,,No data,,20.4,N deg,2.6,N ms-1,0.9,N degC
11/05/2020,01:00:00,1.12257,P ugm-3,4.59,N ugm-3,7.45875,N ugm-3,7.6,N ugm-3 (FIDAS),No data,,No data,,3.019,P ugm-3 (Ref.eq),No data,,No data,,2.7,N deg,2.5,N ms-1,-1.8,N degC
11/05/2020,02:00:00,2.36987,N ugm-3,8.22375,N ugm-3,13.005,N ugm-3,5.2,N ugm-3 (FIDAS),No data,,No data,,2.642,P ugm-3 (Ref.eq),No data,,No data,,353.3,N deg,2.3,N ms-1,-2.5,N degC
11/05/2020,03:00:00,0.62365,P ugm-3,2.48625,N ugm-3,4.78125,N ugm-3,4.3,N ugm-3 (FIDAS),No data,,No data,,2.17,P ugm-3 (Ref.eq),No data,,No data,,352.4,N deg,2.1,N ms-1,-2.5,N degC
11/05/2020,04:00:00,2.74406,N ugm-3,6.885,N ugm-3,12.24,N ugm-3,8.5,N ugm-3 (FIDAS),No data,,No data,,2.642,P ugm-3 (Ref.eq),No data,,No data,,354,N deg,2.5,N ms-1,-2.4,N degC
11/05/2020,05:00:00,4.11609,N ugm-3,8.60625,N ugm-3,16.065,N ugm-3,7.5,N ugm-3 (FIDAS),No data,,No data,,2.547,P ugm-3 (Ref.eq),No data,,No data,,359,N deg,2.5,N ms-1,-2.2,N degC
11/05/2020,06:00:00,6.11177,N ugm-3,12.43125,N ugm-3,22.75875,N ugm-3,9.3,N ugm-3 (FIDAS),No data,,No data,,3.585,P ugm-3 (Ref.eq),No data,,No data,,11.7,N deg,3.5,N ms-1,0.3,N degC
11/05/2020,07:00:00,6.73542,N ugm-3,10.71,N ugm-3,21.0375,N ugm-3,8.4,N ugm-3 (FIDAS),No data,,No data,,2.83,P ugm-3 (Ref.eq),No data,,No data,,12.5,N deg,4,N ms-1,2.3,N degC
11/05/2020,08:00:00,7.60853,N ugm-3,15.10875,N ugm-3,27.73125,N ugm-3,9.5,N ugm-3 (FIDAS),No data,,No data,,2.925,P ugm-3 (Ref.eq),No data,,No data,,21.5,N deg,4.1,N ms-1,4.3,N degC
11/05/2020,09:00:00,9.60421,N ugm-3,9.75375,N ugm-3,25.245,N ugm-3,7.1,N ugm-3 (FIDAS),No data,,No data,,2.453,P ugm-3 (Ref.eq),No data,,No data,,17.5,N deg,3.9,N ms-1,5.9,N degC
11/05/2020,10:00:00,7.60853,N ugm-3,10.71,N ugm-3,23.3325,N ugm-3,6,N ugm-3 (FIDAS),No data,,No data,,2.264,P ugm-3 (Ref.eq),No data,,No data,,10.2,N deg,4,N ms-1,7.2,N degC
11/05/2020,11:00:00,5.73758,N ugm-3,8.98875,N ugm-3,18.7425,N ugm-3,6.3,N ugm-3 (FIDAS),No data,,No data,,2.547,P ugm-3 (Ref.eq),No data,,No data,,3.5,N deg,3.6,N ms-1,8.7,N degC
11/05/2020,12:00:00,4.49028,N ugm-3,5.355,N ugm-3,13.3875,N ugm-3,6.2,N ugm-3 (FIDAS),No data,,No data,,2.642,P ugm-3 (Ref.eq),No data,,No data,,353.6,N deg,3.5,N ms-1,9.6,N degC
11/05/2020,13:00:00,5.48812,N ugm-3,8.22375,N ugm-3,17.78625,N ugm-3,7.3,N ugm-3 (FIDAS),No data,,No data,,2.547,P ugm-3 (Ref.eq),No data,,No data,,348.9,N deg,3.6,N ms-1,10.4,N degC
11/05/2020,14:00:00,7.10961,N ugm-3,10.13625,N ugm-3,21.99375,N ugm-3,5.3,N ugm-3 (FIDAS),No data,,No data,,2.17,P ugm-3 (Ref.eq),No data,,No data,,343.4,N deg,3.8,N ms-1,10.9,N degC
